,title,paragraph_num,paragraph_text,actors_in_paragraph,actors_list,2_plus_actors,numb_unique_actors
96750,Antwoord op vragen van de leden Boswijk en Bromet over het bericht 'Is de vezelhennepteelt ten dode opgeschreven?',3,"2 Aanhangsel van de Handelingen
Vragen gesteld door de leden der Kamer, met de daarop door de regering gegeven antwoorden 3272 Vragen van de leden Boswijk (CDA) en Bromet (GroenLinks) aan de Ministers van Landbouw, Natuur en Voedselkwaliteit en voor Volkshuisvesting en Ruimtelijke Ordening over het bericht","['Boswijk', 'Bromet']","['Boswijk', 'Bromet']",True,2
96818,"Verslag van een schriftelijk overleg met de minister van Landbouw, Natuur en Voedselkwaliteit over de Commissiemededelingen inzake de biodiversiteitsstrategie en een &#38;#38;#38;#34;van boer tot bord&#38;#38;#38;#34;-strategie",16,"Koffeman (PvdD), Faber-van de Klashorst (PVV), Van Strien (PVV), Gerkens (SP), Atsma (CDA) (ondervoorzitter), N.J.J. van Kesteren (CDA), Pijlman (D66), Schalk (SGP), Klip-Martin (VVD), Van Rooijen (50PLUS), Van Ballekom (VVD), De Blécourt-Wouterse (VVD), Crone (PvdA), Dessing (FVD), Van Gurp (GL), Huizinga-Heringa (CU), Kluit (GL), van der Linden (FractieNanninga) (voorzitter), Meijer (VVD), Otten (Fractie-Otten), Prins-Modderaar (CDA), Recourt (PvdA), Vendrik (GL), Van der Voort (D66), Berkhout (Fractie-Nanninga), Raven (OSF)","['Koffeman', 'Strien', 'van Kesteren', 'Rooijen', 'Gurp', 'van der Linden', 'Meijer', 'Raven']","['Koffeman', 'Strien', 'van Kesteren', 'Rooijen', 'Gurp', 'van der Linden', 'Meijer', 'Raven']",True,8
97087,"Vaststelling van de begrotingsstaten van het Ministerie van Landbouw, Natuur en Voedselkwaliteit (XIV) en het Diergezondheidsfonds (F) voor het jaar 2022",27,"Motie-Beckerman (SP) en Vestering (PvdD) (Kamerstuk 28 286, nr. 1188) en motie-Beckerman (SP) en Boswijk (CDA) (Kamerstuk 28 286, nr. 1196).","['Beckerman', 'Beckerman', 'Boswijk']","['Beckerman', 'Beckerman', 'Boswijk']",True,2
97090,"Vaststelling van de begrotingsstaten van het Ministerie van Landbouw, Natuur en Voedselkwaliteit (XIV) en het Diergezondheidsfonds (F) voor het jaar 2022",30,"Zo heeft de 2 Motie van de leden Beckerman en Vestering (Kamerstuk 28 286, nr. 1188) en motie van de leden Beckerman en Boswijk (Kamerstuk 28 286, nr. 1196).
Tweede Kamer, vergaderjaar 2021–2022, 35","['Beckerman', 'Beckerman', 'Boswijk']","['Beckerman', 'Beckerman', 'Boswijk']",True,2
97146,"Vaststelling van de begrotingsstaten van het Ministerie van Landbouw, Natuur en Voedselkwaliteit (XIV) en het Diergezondheidsfonds (F) voor het jaar 2022",86,"Motie-Boswijk (CDA) en Bromet (GroenLinks) (Kamerstuk 21 501-32, nr. 1324)","['Boswijk', 'Bromet']","['Boswijk', 'Bromet']",True,2
97159,"Vaststelling van de begrotingsstaten van het Ministerie van Landbouw, Natuur en Voedselkwaliteit (XIV) en het Diergezondheidsfonds (F) voor het jaar 2022",99,"De motie verzoekt de regering, om een onderzoek uit te laten voeren waarbij de kansen voor het versterken van biodiversiteit, klimaatadaptatie en gezondheid op bedrijventerreinen in kaart worden gebracht, en de Kamer voor 1 september te informeren over de uitkomsten.
Het rapport «Onderzoek naar het vergroenen bedrijventerreinen» (zie bijlage 3)11 is in september opgeleverd en is complementair aan het onderzoek gedaan in het kader van de aanvraag van het IVN voor Werklandschappen van de toekomst bij het Nationaal Groeifonds.
Gezien de formulering van de motie is het rapport hoofdzakelijk gericht op kansen voor biodiversiteit op bedrijventerreinen en de meekoppelkansen voor klimaatadaptatie en gezondheid.
Daarmee sluit het aan op de opgaven voor het beleidsterrein 11 Raadpleegbaar via www.tweedekamer.nl Tweede Kamer, vergaderjaar 2021–2022, 35 925 XIV, nr. 21 13 groen in de stad en biodiversiteitsherstel.
Ook sluit het aan op de initiatiefnota Groen in de stad (Kamerstuk 35 742).
Het rapport brengt de omvang van de opgave in beeld en schetst welk potentieel bedrijventerreinen hebben voor biodiversiteit, klimaataptatie en gezondheid.
Het rapport brengt ook knelpunten en mogelijke oplossingsrichtingen in kaart.
Geconcludeerd wordt dat het vergroenen van bedrijventerreinen op dit moment nog in zeer beperkte mate plaatsvindt.
De belangrijkste oorzaak lijkt te zijn dat de baten en de lasten gespreid zijn over verschillende partijen.
Dit is een vraagstuk waar aandacht aan wordt besteed in de Groeifondsaanvraag.
Er is behoefte aan betere samenwerking, het versterken van het organiserend vermogen en nieuwe financiële instrumenten voor het herverdelen van baten en lasten.
Er spelen daarnaast knelpunten op het gebied van weten regelgeving, bijvoorbeeld ontbrekende regels of contractuele afspraken voor vergroening als aanvulling op de regels bij ontwikkelingen en nieuwbouw.
Het Ministerie van BZK onderzoekt naar aanleiding van de motie van het lid Valstar (VVD) c.s. ((Kamerstuk 35 742, nr. 19) hoe natuur en biodiversiteit geïncorporeerd kunnen worden in de bouw en renovatie van woningen.
Ik zal de conclusies bespreken met de ministers van BZK, VWS, IenW en EZK hoe we de opvolging geven aan de aanbevelingen.
De resultaten zullen ook meegenomen worden in het Groeifonds-project indien het voorstel gehonoreerd wordt.
Toezegging: uitkomst praktijktoets met betrekking tot de ecoregelingen
In reactie op mijn toezegging aan het lid Boswijk heb ik nader bezien hoe aan de hand van de uitkomsten van de praktijktoets de toekomstige ecoregeling zo goed mogelijk hanteerbaar kan worden gemaakt voor boeren.
Bij de vormgeving is mijn uitgangspunt dat boeren er zeker iets extra’s voor moeten doen, maar dat dit niet leidt tot grote lastenverzwaringen.
Dat zou immers deelname aan de ecoregeling niet bevorderen.
De resultaten uit de praktijktoets helpen bij de verdere uitwerking van de invulling van de eerste pijler van het GLB en met name de invulling van de ecoregeling.
Op basis van een eerste analyse van de uitkomsten van de praktijktoets is een tweetal belangrijke constateringen te maken.
Ten eerste dat de ecoregeling doet waar deze voor bedoeld is, namelijk het ondersteunen van het gros van de agrarische ondernemers bij hun transitie naar een landbouw die bijdraagt aan klimaat en leefomgeving en waarbij de landbouwer ruimte heeft om te kiezen voor activiteiten die haalbaar zijn op zijn bedrijf.
De ecoregeling brengt met behulp van het puntensysteem doelsturing op groenblauwe doelen samen met keuzes die een landbouwer maakt in zijn bouwplan en bedrijfsvoering.
Uit de praktijkproef kwam naar voren dat de ecoregeling op sommige punten beter ingericht zou kunnen worden om meer opties te bieden in de praktijk.
Een conclusie was dat het van belang is om een duidelijker onderscheid te maken tussen de toe te kennen punten voor bepaalde doelen en de verantwoording van het uit te betalen subsidiebedrag.
Met de punten kan worden gestuurd op doelbereik.
De activiteiten zoals die zijn opgenomen in de ecoregeling worden voorgelegd aan wetenschappers met als doel te komen tot een expertbeoordeling per activiteit op doelbereik.
Daarnaast wordt bezien of er additionele activiteiten kunnen worden toegevoegd, zoals bijvoorbeeld het ondersteunen van: •","['Valstar', 'Boswijk']","['Valstar', 'Boswijk']",True,2
98434,Vogelpest (Aviaire influenza),5,"De op 13 december 2022 toegezonden vragen en opmerkingen zijn met de door de minister van Landbouw, Natuur en Voedselkwaliteit bij brief van …
toegezonden antwoorden hieronder afgedrukt.
De voorzitter van de commissie, Geurts Adjunct-griffier van de commissie, Holtjer Inhoudsopgave I Vragen en opmerkingen vanuit de fracties Vragen en opmerkingen van de leden van de VVD-fractie 2 Vragen en opmerkingen van de leden van de D66-fractie 2 Vragen en opmerkingen van de leden van de SP-fractie 3 Vragen en opmerkingen van de leden van de PvdAen GroenLinks-fracties 4 Vragen en opmerkingen van de leden van de PvdD-fractie 5 Vragen en opmerkingen van het lid van de BBB-fractie 8 II Antwoord / Reactie van de Minister 11 I Vragen en opmerkingen vanuit de fracties Vragen en opmerkingen van de leden van de VVD-fractie
De leden van de VVD-fractie hebben kennisgenomen van de leidraad ‘omgang met wilde vogels met vogelgriep en andere vogelgrieponderwerpen’.
Deze leden hebben daarbij nog enkele vragen.
De leden van de VVD-fractie lezen dat de minister aangeeft dat niet wettelijk expliciet is geregeld wie er verantwoordelijk is voor het opruimen van dode wilde dieren, die al dan niet zijn doodgegaan aan vogelgriep.
Deze leden vragen de minister of het juist niet nodig is om dit te stroomlijnen.
Vindt het kabinet dat deze verantwoordelijkheden momenteel helder zijn belegd?
Zo ja, hoe gaat het kabinet ervoor zorgen dat betrokken organisaties hier voldoende van op de hoogte zijn?
Wanneer verwacht de minister het centrale meldpunt voor dode wilde vogels met vogelgriep te lanceren, zoals eerder toegezegd in het commissiedebat van 13 oktober jongstleden?
Op welke manier gaat dat centrale meldpunt onder de aandacht worden gebracht bij pluimveehouders, terreinbeheerders, vrijwilligers, recreanten en andere betrokkenen?
De leden van de VVD-fractie lezen dat in januari 2023 de minister van plan is een eerste weegmoment te houden omtrent de inzet van vaccinatie.
Op basis van de resultaten van de proeven, waaronder die worden uitgevoerd in andere lidstaten, een expertbeoordeling en enkele scenario’s zal de minister op dat moment afwegen of vaccinatie in de praktijk al een begaanbare weg is.
De minister geeft daarbij aan dat het belangrijk is dat verspreiding van het virus wordt tegengegaan.
Kan het kabinet aangeven hoe de Kamer in dit proces wordt betrokken en vooral of het kabinet daarbij voornemens is om nog komend jaar aan de slag te gaan met vaccinatie?
Vragen en opmerkingen van de leden van de D66-fractie
De leden van de D66-fractie hebben met interesse kennisgenomen van de leidraad ‘omgang met wilde vogels met vogelgriep en andere vogelgrieponderwerpen’.
Deze ledenj hebben nog enkele vragen en opmerkingen die zij willen voorleggen aan de minister gezien de urgentie van het bestrijden van vogelgriep.","['Geurts', 'Holtjer']","['Geurts', 'Holtjer']",True,2
98435,Vogelpest (Aviaire influenza),6,"Immers, het afgelopen jaar zijn zo’n zes miljoen dieren (preventief) geruimd.
Deze leden zijn van mening dat eenzelfde situatie koste wat kost moet worden voorkomen in het aankomende jaar.
De minister moet alles op alles zetten om zo veel als mogelijk besmettingen en ruimingen te voorkomen.
De leden van de D66-fractie zijn positief dat de minister aan de slag gaat met moties van het lid Tjeerd de Groot (Kamerstuk 28 807, nummers 247, 248, 270 en 271) en de motie van de leden Van Campen en Tjeerd de Groot (Kamerstuk 21 501-32, nr. 1396) met betrekking tot het bestrijden van vogelgriep.
Echter, hebben deze leden nog wel een aantal vragen over de uitwerking van de aanpak van de minister.
Zo signaleren deze leden dat het goed is dat door de minister wordt opgeroepen om zoveel mogelijk slachtoffers van vogelgriep te behandelen of op te ruimen.
Op die manier kan immers de verspreiding van het virus worden beperkt, wat goed is voor het behouden van kwetsbare soorten én voor het verminderen van de kans dat pluimvee besmet raakt met het virus.
Deze leden constateren helaas dat de leidraad nog te vrijblijvend is.
Welke verplichtingen vloeien er voor de overheid voort uit de Europese Diergezondheidsverordening bij het behandelen en opruimen van door vogelgriep besmette wilde vogels?
Hoe gaat de minister de leidraad bekend maken bij veiligheidsregio’s, gemeenten, provincies en andere medeoverheden?
Is de minister bereid om hen ook actief aan te spreken op hun verantwoordelijkheden?","['de Groot', 'Campen', 'de Groot']","['de Groot', 'Campen', 'de Groot']",True,2
98480,Verslag van een schriftelijk overleg over o.a. de geannoteerde agenda Landbouw- en Visserijraad 17-18 oktober 2022,13,"(Kamerstuk 21 501-32, nr. 1462) en over de brief van 5 oktober 2022 over de reactie op verzoek commissie over «Stand van zaken definitieve beschikking derogatie op de Nitraatrichtlijn».
De vragen en opmerkingen zijn op 10 oktober 2022 aan de Minister van Landbouw, Natuur en Voedselkwaliteit voorgelegd.
Bij brief van 12 oktober 2022 zijn de vragen beantwoord.
De voorzitter van de commissie, Geurts Adjunct-griffier van de commissie, Dekker","['Geurts', 'Dekker']","['Geurts', 'Dekker']",True,2
98963,24092-2022 Factsheets Natuur voor Elkaar Kampen,211,Contact gegevens Alma Streefkerk / Arjan Broer info@groeneloperkampen.nl,"['Streefkerk', 'Broer']","['Streefkerk', 'Broer']",True,2
98978,24092-2022 Factsheets Natuur voor Elkaar Kampen,226,In het kernteam zitten 15 inwoners en de kartrekkers zijn nu de ervaren groene lopers Arjan Broer (heelbreed.nl) en Alma Streefkerk (Natuur en Milieu Overijssel).,"['Broer', 'Streefkerk']","['Broer', 'Streefkerk']",True,2
99526,3. Contourennotitie Regionaal Perspectief Landelijk Gebied,231,"Janneke Blijdorp schreef hier in 2016 een boek over (rechts).
Journalist Karel Smouter geeft eveneens een inkijkje met zijn portretserie in NRC (juli 2022).","['Blijdorp', 'Smouter']","['Blijdorp', 'Smouter']",True,2
100469,Evaluatie Nationaal programma landbouwbodems. Tussenevaluatie periode 2019-2021,10,"Martijn Blom, Amanda Bachaus, Joukje de Vries (CE Delft)
Mark in ’t Veld, Marissa Frambach, Meinie Naus (TAUW)
Delft, CE Delft, februari","['Blom', 'Bachaus', 'de Vries', 'Mark', 'Frambach']","['Blom', 'Bachaus', 'de Vries', 'Mark', 'Frambach']",True,5
100889,Evaluatie Nationaal programma landbouwbodems. Tussenevaluatie periode 2019-2021,430,"De externe trekker heeft in het voorjaar 2020 namens de ketenpartijen een brief aan de minister van Landbouw, Natuur en Voedselkwaliteit gestuurd met daarin een overzicht van afspraken die met partijen zijn gemaakt (Van Dijk, 2020): — Om te komen tot een eenduidige beoordeling van de bodemkwaliteit onderschrijven de partijen Bodemindicatoren voor Landbouwgronden in Nederland, BLN-versie 1.0, als basis voor het bepalen van bodemkwaliteit.
De partijen kiezen voor de indicatoren van de BLN om groei van de kwaliteit van de bodem te monitoren en verder te werken aan interpretatie daarvan om te komen tot handelingsperspectief voor duurzaam beheerde bodems.
— Partijen stimuleren het gebruik van de maatregelen om te komen tot duurzaam beheerde bodems en de opgave rond koolstofopslag en stellen daarvoor beloning in het vooruitzicht van die grondgebruikers die gericht, gestructureerd en planmatig maatregelen treffen.
— Partijen laten in 2020 en 2021 geschikte kandidaten opleiden tot gekwalificeerde brede bodemadviseur en weten deze adviesdiensten vervolgens te prioriteren in hun organisatie.
— Ketenpartijen laten in 2020 en 2021 al hun adviseurs of bodemspecialisten die op het boerenerf komen bijscholen in duurzaam bodembeheer en koolstofvastlegging.
— In de komende maanden maken partijen afspraken over de verzameling, bewaring en beschikbaarstelling van data.
Daarnaast worden afspraken gemaakt over effectieve wijzen van kennis bundelen en delen (bottom-up en top-down) en over het komen tot eenduidige formulering van eenduidige maatregelen.
— In de komende maanden zullen publieke en private partijen verdere afspraken maken over de inzet op bijbehorende innovaties.
Hierbij is het zaak om aan te sluiten bij de in het Klimaatakkoord opgenomen acties, en bij ingezette trajecten vanuit de agroketen.
Binnen Spoor 3 wordt ook gekeken naar verschillende beschikbare instrumenten die duurzaam bodembeheer economisch aantrekkelijk maken.
Het NPL heeft, via Slim Landgebruik, financieel bijgedragen aan een onderzoek over incentives voor koolstofvastlegging.
Een voorbeeld van een instrument is carbon credits, een compensatiemechanisme voor het belonen van koolstofvastlegging.
Dit loopt nu via private partijen en is op vrijwillige basis.
Indien een boer bepaalde maatregelen neemt legt de boer x ton CO2 vast.
De bijbehorende credits kan de boer dan verkopen aan een bedrijf, particulier of overheid.
Deze partij kan dan stellen dat zij hebben betaald voor de koolstofvastlegging.
Een voorbeeld van een project dat zich hiermee bezig houdt is het Interreg NSR project Carbon Farming, een internationaal project met België, Duitsland en Noorwegen.
Het ministerie van LNV heeft middels co-financiering bijgedragen aan het Nederlandse deel (Bionext en ZLTO).
LNV heeft de projectkosten betaald waardoor het mogelijk is gemaakt dat er carbon credits te koop zijn in deze projecten.
Daarnaast is er sprake van een nieuwe aanvraag van ZLTO waarmee monitoring van het Windpark Krammer wordt uitgebreid.
Het is echter lastig om de potentiële gebruiksmogelijkheden van het verdienmodel van carbon credits in te schatten.
Partijen die investeren in carbon credits kunnen de resultaten niet officieel opvoeren als besparing.
Als ze dit wel zouden doen ontstaat er een dubbeltelling en kan het niet meetellen voor de boeren.
Hierdoor is de koperskant relatief beperkt en zijn er maar een x-aantal partijen voor wie het interessant is (bijvoorbeeld Windpark Krammer).
Er kan ook binnen de keten extra worden betaald voor duurzaam bodembeheer of koolstofvastlegging.
Dit gebeurt echter nu vooral op kleine schaal en eigen initiatief van partijen.
Voorbeelden zijn rentedifferentiaties of bevoordeling bij verpachting zoals die nu door ASR en Rabobank worden toegepast op basis van de OBI (de Open Bodem Index).
Het NPL is hier niet bij betrokken.
Ook een keurmerk kan als een verdienmodel worden 31 210359","['Dijk', 'Spoor']","['Dijk', 'Spoor']",True,2
101154,Evaluatie Nationaal programma landbouwbodems. Tussenevaluatie periode 2019-2021,695,"Lesschen, Heesmans, Mol-Dijkstra, Doorn, Verkaik, Wyngaert & Kuikman, 2012.","['Lesschen', 'Dijk', 'Kuikman']","['Lesschen', 'Dijk', 'Kuikman']",True,3
101191,Evaluatie Nationaal programma landbouwbodems. Tussenevaluatie periode 2019-2021,732,"Ministerie van Landbouw, Natuur en Voedselkwaliteit Arjen Grent
Ministerie van Landbouw, Natuur en Voedselkwaliteit Arne Meeter
Ministerie van Landbouw, Natuur en Voedselkwaliteit Eke Buis
Ministerie van Landbouw, Natuur en Voedselkwaliteit Gera van Os Aeres","['Grent', 'Meeter', 'Buis', 'van Os']","['Grent', 'Meeter', 'Buis', 'van Os']",True,4
101203,Evaluatie Nationaal programma landbouwbodems. Tussenevaluatie periode 2019-2021,744,"Ministerie van Landbouw, Natuur en Voedselkwaliteit Lara Rodenburg
Ministerie van Landbouw, Natuur en Voedselkwaliteit Marleen Zanen
Ministerie van Landbouw, Natuur en Voedselkwaliteit","['Rodenburg', 'Zanen']","['Rodenburg', 'Zanen']",True,2
101581,bijlage 1 biodiversiteitsplan Barneveld,141,"Biodiversiteit in Barneveld heeft een divers karakter.
Dit komt grotendeels door de unieke ligging op de stuwwalflank van de Veluwe en in de Gelderse Vallei.
Daarbij wordt onze gemeente doorsneden door diverse beken, onze levensaders.
We vinden hier een bijzondere diversiteit aan landschappen wat een belangrijke drager is voor biodiversiteit in onze gemeente.
Van het slagenlandschap bij Zwartbroek met zijn dikke, natte veenbodems tot het esdorpenlandschap bij Kootwijk en Garderen met zijn hoge droge zandgronden.
Ieder landschap heeft zijn eigen karakter Figuur 3 Schematische weergave van ecosysteemdiensten.","['Kootwijk', 'Garderen']","['Kootwijk', 'Garderen']",True,2
101585,bijlage 1 biodiversiteitsplan Barneveld,145,"Kenmerk R001-1277903NGW-V01 en zijn eigen kenmerkende plantenen diersoorten.
De landschappen bevatten elementen als droge en natte bossen, droge en natte heidevelden en stuifzanden, kleinschalige agrarisch coulisselandschap, en diverse laaglandbeken.
Barneveld heeft ook veel kernen met ieder een sterke eigen identiteit die gekoppeld is aan de landschappen.
Zo wordt het karakter van Garderen en Kootwijk bijvoorbeeld grotendeels bepaald door de omringende bossen.","['Garderen', 'Kootwijk']","['Garderen', 'Kootwijk']",True,2
101602,bijlage 1 biodiversiteitsplan Barneveld,162,"steenuil, Bron: Herman Hofs, weidebeekjuffer, Bron: Carly Hamoen en adder, Bron: Luc Bruinsma.","['Hofs', 'Hamoen', 'Bruinsma']","['Hofs', 'Hamoen', 'Bruinsma']",True,3
101672,bijlage 1 biodiversiteitsplan Barneveld,232,"Links: elzenbroek nabij De Glind.
Bron: Carina Otte.
Rechts: bospad bij Garderen.
Bron: Carina Otte.","['Otte', 'Garderen', 'Otte']","['Otte', 'Garderen', 'Otte']",True,2
101920,bijlage 1 biodiversiteitsplan Barneveld,480,"zwarte specht, Bron:James Lidster, klokjesgentiaan (Bron Niels Jeurink) en das, Bron: Arie Hamoen.","['Lidster', 'Jeurink', 'Hamoen']","['Lidster', 'Jeurink', 'Hamoen']",True,3
101944,bijlage 1 biodiversiteitsplan Barneveld,504,"(Bron: Nick Warmelink.)
Rechts:
Verdrogingsgevoelige natuur op landgoed Erica. (Bron: Pim de Kwaadsteniet)","['Warmelink', 'de Kwaadsteniet']","['Warmelink', 'de Kwaadsteniet']",True,2
102055,bijlage 1 biodiversiteitsplan Barneveld,615,"gierzwaluw, Bron
Jan van den Heuvel, huismus, Bron:James Lidster en gewone dwergvleermuis, Bron: .","['van den Heuvel', 'Lidster']","['van den Heuvel', 'Lidster']",True,2
102277,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,10,"Natuurinclusief bouwen meenemen in klimaatambities voor gebouwde omgeving PS verzoeken het college van GS om: - met ecologen, natuurorganisaties en de bouw in gesprek te gaan over hoe natuurinclusief bouwen in Provincie Noord-Holland zo snel mogelijk gerealiseerd kan worden - de wens om natuurinciusief bouwen te betrekken bij de uitvoering van het Klimaatakkoord in te brengen bij IP0 - dit ook te betrekken bij de verdere invulling van de taken van het Expertise Centrum Warmte (ECW), als kenniscentrum voor de uitdagingen op het gebied van de gebouwde omgeving M1072019 Kostic, I. (PvdD) Loggen, C. 22-04-2021: vanuit besluitenlijst GS d.d. 20-04-2021:
Er is sprake van een toenemende vraag naar gebiedsgerichte ontheffingen (GGO’s) in het kader van de Wet natuurbescherming, als gevolg van grote verduurzamingsen woningbouwopgaven in stedelijk gebied.","['Kostic', 'Loggen']","['Kostic', 'Loggen']",True,2
102389,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,122,"GS heeft bij de PS vergadering van 23 mei 2022 in de stand van zaken moties OV NH een afdoeningsvoorstel opgenomen.
Motie betrek buurgemeenten óók bij het meten van draagvlak over het plaatsen van windturbines PS verzoeken het college GS: - Om bij gemeenten sterk aan te dringen op goede en adequate afstemming tussen de aangrenzende buurgemeenten van de zoekgebieden en daarover terug te rapporteren aan de Provinciale Staten M242021 Koyuncu, S. (DENK) Stigter, E. 29-06-2021
Het is primair een taak van de gemeente om af te stemmen met haar buurgemeenten, maar de provincie neemt, waar nodig een faciliterende rol op zich.
Voorbeelden hiervan zijn wanneer het gebieden betreft die meerdere gemeenten of provincies beslaan (zoals het Geingebied), ofwel omdat gemeenten ons direct vragen om overleg te organiseren.
Gedeputeerde Stigter heeft, na toezegging in de commissie RWK van 10 juni, bestuurlijk contact opgenomen met Amsterdam en provincie Utrecht.
Ook heeft gedeputeerde Stigter een mail gestuurd aan de Stuurgroep NHZ om het belang van afstemming nogmaals te benadrukken.
Naar aanleiding daarvan is in de stuurgroep NHZ op 25 juni de afspraak gemaakt om te komen tot een set samenwerkingsafspraken.
Deze afspraken zullen zich niet inhoudelijk richten op de zoekgebieden, maar zijn vooral procesmatig van aard.
Bijvoorbeeld over het uitnodigen van inwoners uit de buurgemeenten, de wijze van communiceren met inwoners, etc.
Doel is om na het zomerreces een set afspraken klaar te hebben.","['Motie', 'Koyuncu', 'Stigter', 'Stigter', 'Stigter']","['Motie', 'Koyuncu', 'Stigter', 'Stigter', 'Stigter']",True,3
102398,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,131,"Met het Rijk zal in IPO verband worden gesproken over de financiële randvoorwaarden van zowel de staande als de aanvullende maatregelen b.
In IPO verband wordt overlegd over de aanvullende maatregelen, zowel die voortkomen uit het rapport Van Geest als de resultaten van een inventarisatie bij alle provincies
Eind juni is in IPO verband (BAC-E) over beide aspecten overlegd.
Afgesproken is dat na de zomer een expertsessie zal worden georganiseerd, zodra meer bekend is over bovenstaande.
Motie aan de orde van de dag stikstofgerelateerd","['Geest', 'Motie']","['Geest', 'Motie']",True,2
102409,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,142,"Loggen, C. Motie Uitdaagrecht bij RES","['Loggen', 'Motie']","['Loggen', 'Motie']",True,2
102420,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,153,"Stigter, E. Motie","['Stigter', 'Motie']","['Stigter', 'Motie']",True,2
102422,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,155,"M1272021 Gilse, van J.P.H.M. (VVD) Stigter, E. Motie","['Stigter', 'Motie']","['Stigter', 'Motie']",True,2
102427,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,160,"Stigter, E. Motie","['Stigter', 'Motie']","['Stigter', 'Motie']",True,2
102432,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,165,"Stigter, E. Motie RES: Meer initiërende rol provincie PS roepen het college van Gedeputeerde Staten op: - in het vervolgtraject van de RES een meer initiërende rol te nemen daar waar een zorgvuldige afweging in het geding komt.","['Stigter', 'Motie']","['Stigter', 'Motie']",True,2
102434,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,167,"Stigter, E. Motie RES:","['Stigter', 'Motie']","['Stigter', 'Motie']",True,2
102435,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,168,"Bescherm natuur en cultuurhistorie in het IJmeer PS roepen het college van Gedeputeerde Staten op: - in het vervolgtraject van de RES terughoudend te zijn in de uitwerking van zoekgebieden voor de opwekking van windenergie in het IJmeer M1062021 Hollebeek, J.P. (PvdD)
Stigter, E. Motie in kaart brengen energiearmoede PS Verzoeken GS:
• De recent gepubliceerde kaart over energiearmoede van TNO en de vervolgmonitor (in ontwikkeling) van TNO op de M2152021 De Vries, A.T. (PvdA)
Stigter, E. website van de Provincie Noord-Holland te ontsluiten;","['Hollebeek', 'Stigter', 'Motie', 'Vries', 'Stigter']","['Hollebeek', 'Stigter', 'Motie', 'Vries', 'Stigter']",True,4
102450,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,183,"M532022 Hollebeek, J. Loggen","['Hollebeek', 'Loggen']","['Hollebeek', 'Loggen']",True,2
102455,Lijst%20openstaande%20moties%20RWK%20voor%2024-10-2022 docx,188,"M572022 Hollebeek, J. Loggen","['Hollebeek', 'Loggen']","['Hollebeek', 'Loggen']",True,2
102779,Toezegging gedaan tijdens het commissiedebat natuur op 10 februari 2022 over de voortgang van de uitvoering van de Bossenstrategie,37,"zal verder invulling worden gegeven aan groen-blauwe dooradering.
Om de mogelijkheden van agroforestry te vergroten, waarvoor ook onlangs bij vaststelling van de begroting Landbouw, Natuur en Voedselkwaliteit en het Diergezondheidsfonds 2022 de leden Koekoek en Boswijk aandacht vroegen in een motie (wetsvoorstel 35 925 XIV nr. 116), hebben Rijk en provincies de afgelopen periode aan een strategie gewerkt waar u eind vorig jaar over bent geïnformeerd (Kamerstuk 28 625, nr. 319).
De inzet vindt met name plaats op het ontwikkelen en delen van kennis, het creëren van ondersteunende beleidskaders en waar aanwezig het wegnemen van belemmeringen.
Voorbeeld hiervan is het verruimen van het toegestane aantal bomen op bouwen grasland per hectare van 50 naar 100 in het kader van het nieuwe GLB.
Hierdoor ontstaat er in 2023 meer ruimte voor verschillende agroforestry systemen waaronder voedselbossen.","['Koekoek', 'Boswijk']","['Koekoek', 'Boswijk']",True,2
103209,Antwoord op vragen van het lid Tjeerd de Groot over het bericht dat de Europese Commissie bereid is derogaties toe te staan van milieuvereisten uit het Gemeenschappelijk Landbouwbeleid (GLB),7,"Vragen van het lid Tjeerd de Groot (D66) aan de Ministers van Landbouw, Natuur en Voedselkwaliteit, voor Natuur en Stikstof en van Infrastructuur en Waterstaat over het bericht dat de Europese Commissie bereid is derogaties toe te staan van milieuvereisten uit het Gemeenschappelijk Landbouwbeleid (GLB) (ingezonden 12 augustus 2022).
Antwoord van Minister Staghouwer (Landbouw, Natuur en Voedselkwaliteit) (ontvangen 24 augustus 2022).","['de Groot', 'Staghouwer']","['de Groot', 'Staghouwer']",True,2
